"","pe_class","enjoy_pe","veggies","fruit"
"5500",2,"1","1","3"
"5501",2,"5","1","2"
"5502",2,"4","2","3"
"5503",2,"5","2","2"
"5504",2,"1","2","5"
"5505",2,"6","2","4"
"5506",2,"1","3","5"
"5507",2,"1","1","1"
"5508",2,"3","1","3"
"5509",2,"3","3","1"
"5510",2,"6","1","5"
"5511",2,"4","1","4"
"5512",2,"5","1","2"
"5513",2,"5","2","2"
"5514",2,"5","2","4"
"5515",2,"1","2","3"
"5516",0,"","",""
"5517",2,"4","1","2"
"5518",2,"4","1","7"
"5519",2,"6","3","5"
"5520",2,"1","1","3"
"5521",2,"1","1","5"
"5522",2,"5","1","1"
"5523",2,"4","5","6"
"5524",2,"1","1","7"
"5525",2,"4","2","5"
"5526",2,"6","1","2"
"5527",1,"6","2","5"
"5528",2,"1","2","3"
"5529",2,"5","1","3"
"5530",1,"6","2","5"
"5531",2,"1","5","6"
"5532",2,"1","2","2"
"5533",2,"6","1","1"
"5534",2,"4","1","2"
"5535",2,"3","1","4"
"5536",2,"1","1","3"
"5537",2,"4","2","7"
"5538",2,"5","2","1"
"5539",2,"1","3","4"
"5540",2,"5","2","2"
"5541",2,"6","3","5"
"5542",2,"5","1","7"
"5543",1,"5","1","2"
"5544",2,"4","1","7"
"5545",2,"5","1","7"
"5546",1,"5","3","2"
"5547",2,"5","2","2"
"5548",1,"6","2","7"
"5549",2,"5","2","2"
"5550",2,"6","2","5"
"5551",2,"5","1","2"
"5552",2,"5","1","1"
"5553",2,"5","3","3"
"5554",2,"5","2","2"
"5555",1,"1","1","4"
"5556",2,"5","2","5"
"5557",2,"5","1","5"
"5558",2,"6","1","2"
"5559",2,"1","1","2"
"5560",2,"5","1","2"
"5561",2,"3","1","2"
"5562",2,"1","1","2"
"5563",2,"1","2","5"
"5564",2,"1","2","7"
"5565",2,"1","5","6"
"5566",2,"1","2","5"
"5567",2,"6","2","4"
"5568",2,"1","3","2"
"5569",2,"1","2","6"
"5570",2,"1","4","5"
"5571",2,"2","2","1"
"5572",1,"5","5","7"
"5573",2,"1","4","2"
"5574",2,"1","2","3"
"5575",2,"1","2","6"
"5576",2,"1","1","2"
"5577",1,"5","3","6"
"5578",2,"1","2","2"
"5579",2,"4","1","1"
"5580",2,"6","1","4"
"5581",2,"5","2","3"
"5582",2,"4","4","3"
"5583",2,"1","2","4"
"5584",2,"1","2","3"
"5585",2,"3","4","3"
"5586",2,"1","1","2"
"5587",1,"6","3","5"
"5588",2,"5","2","5"
"5589",2,"5","4","4"
"5590",2,"1","2","4"
"5591",2,"1","1","5"
"5592",2,"4","1","5"
"5593",2,"5","1","2"
"5594",1,"5","2","2"
"5595",2,"1","1","2"
"5596",2,"4","3","5"
"5597",2,"1","3","2"
"5598",1,"5","1","2"
"5599",2,"6","1","2"
"5600",2,"5","1","1"
"5601",1,"6","2","2"
"5602",1,"5","2","2"
"5603",0,"5","",""
"5604",1,"5","2","3"
"5605",1,"5","2","3"
"5606",1,"4","2","6"
"5607",1,"5","3","2"
"5608",1,"4","",""
"5609",1,"6","2","4"
"5610",1,"6","2","5"
"5611",1,"5","1","3"
"5612",1,"5","1","5"
"5613",1,"5","3","3"
"5614",2,"1","1","2"
"5615",2,"5","3","5"
"5616",2,"1","2","2"
"5617",2,"6","4","3"
"5618",1,"6","4","2"
"5619",1,"4","1","2"
"5620",1,"5","4","5"
"5621",2,"5","1","1"
"5622",2,"4","4","2"
"5623",2,"1","3","3"
"5624",2,"6","2","3"
"5625",2,"1","2","1"
"5626",2,"5","2","2"
"5627",2,"6","2","2"
"5628",2,"5","1","2"
"5629",2,"5","1","2"
"5630",2,"4","4","4"
"5631",2,"4","1","2"
"5632",2,"5","5","5"
"5633",2,"1","2","1"
"5634",2,"5","3","4"
"5635",2,"6","4","4"
"5636",2,"1","7","7"
"5637",2,"4","1","5"
"5638",2,"5","2","2"
"5639",2,"5","2","2"
"5640",2,"1","4","6"
"5641",2,"1","2","2"
"5642",2,"5","2","5"
"5643",2,"5","2","3"
"5644",2,"6","2","2"
"5645",2,"6","1","4"
"5646",1,"5","3","2"
"5647",1,"5","1","5"
"5648",2,"2","1","1"
"5649",2,"6","2","7"
"5650",2,"4","1","2"
"5651",2,"5","5","7"
"5652",2,"5","3","7"
"5653",2,"6","2","4"
"5654",2,"6","2","4"
"5655",2,"6","1","3"
"5656",2,"5","2","2"
"5657",2,"5","3","4"
"5658",2,"6","3","4"
"5659",2,"5","3","3"
"5660",2,"5","1","6"
"5661",2,"6","2","3"
"5662",2,"5","2","4"
"5663",2,"5","1","3"
"5664",2,"6","2","5"
"5665",2,"6","1","6"
"5666",2,"4","2","3"
"5667",2,"4","2","2"
"5668",2,"5","1","7"
"5669",2,"6","1","3"
"5670",2,"6","5","6"
"5671",2,"5","3","3"
"5672",1,"5","2","3"
"5673",2,"1","2","3"
"5674",2,"1","4","2"
"5675",2,"1","1","4"
"5676",2,"1","1","1"
"5677",2,"5","4","3"
"5678",2,"5","4","5"
"5679",2,"5","2","3"
"5680",1,"5","1","2"
"5681",2,"6","2","4"
"5682",2,"5","1","2"
"5683",2,"1","1","4"
"5684",2,"5","2","6"
"5685",2,"5","2","2"
"5686",2,"2","3","2"
"5687",2,"5","1","4"
"5688",2,"6","2","2"
"5689",2,"4","4","5"
"5690",1,"5","5","4"
"5691",2,"5","2","5"
"5692",1,"5","2","7"
"5693",1,"5","1","2"
"5694",1,"2","2","2"
"5695",1,"6","1","4"
"5696",1,"3","3","3"
"5697",1,"6","2","4"
"5698",2,"1","1","5"
"5699",1,"4","2","2"
"5700",1,"4","2","5"
"5701",1,"4","2","3"
"5702",1,"5","1","2"
"5703",1,"5","3","1"
"5704",1,"3","4","2"
"5705",1,"5","2","1"
"5706",2,"4","1","3"
"5707",2,"3","2","2"
"5708",2,"1","3","5"
"5709",1,"5","5","6"
"5710",1,"6","3","5"
"5711",1,"5","1","2"
"5712",1,"4","5","4"
"5713",1,"5","2","5"
"5714",1,"4","1","3"
"5715",1,"3","2","3"
"5716",1,"5","1","2"
"5717",1,"5","2","2"
"5718",1,"4","1","1"
"5719",1,"4","5","7"
"5720",1,"5","1","1"
"5721",1,"5","2","3"
"5722",2,"5","1","2"
"5723",2,"4","2","6"
"5724",2,"4","3","4"
"5725",1,"2","1","2"
"5726",2,"2","2","3"
"5727",1,"6","2","4"
"5728",1,"4","4","5"
"5729",1,"4","2","3"
"5730",1,"4","3","2"
"5731",1,"5","2","3"
"5732",1,"3","1","1"
"5733",1,"4","1","3"
"5734",1,"5","2","3"
"5735",1,"5","2","2"
"5736",1,"6","4","5"
"5737",1,"5","5","5"
"5738",0,"5","1","2"
"5739",1,"1","6","7"
"5740",1,"5","1","2"
"5741",1,"5","2","2"
"5742",1,"4","1","1"
"5743",1,"5","2","2"
"5744",1,"","4","3"
"5745",1,"2","1","4"
"5746",1,"5","2","5"
"5747",1,"5","2","3"
"5748",1,"5","1","4"
"5749",1,"4","1","1"
"5750",1,"6","4","5"
"5751",1,"4","3","4"
"5752",1,"6","2","4"
"5753",1,"4","1","3"
"5754",1,"5","5","7"
"5755",1,"4","3","2"
"5756",1,"5","1","3"
"5757",1,"4","3","5"
"5758",1,"5","4","3"
"5759",1,"5","3","4"
"5760",1,"5","3","5"
"5761",1,"5","2","2"
"5762",1,"4","2","2"
"5763",1,"4","1","2"
"5764",1,"5","2","3"
"5765",1,"5","4","6"
"5766",1,"5","4","6"
"5767",1,"5","2","5"
"5768",1,"5","1","5"
"5769",1,"6","4","7"
"5770",1,"5","2","5"
"5771",2,"6","2","5"
"5772",1,"5","2","2"
"5773",2,"1","1","1"
"5774",1,"4","1","1"
"5775",1,"5","2","3"
"5776",1,"6","2","2"
"5777",2,"4","4","4"
"5778",2,"5","2","6"
"5779",2,"1","2","5"
"5780",1,"5","2","3"
"5781",1,"2","2","4"
"5782",1,"6","2","2"
"5783",1,"6","2","2"
"5784",1,"5","4","6"
"5785",1,"5","3","3"
"5786",2,"5","2","3"
"5787",1,"6","1","4"
"5788",1,"6","2","4"
"5789",1,"6","1","2"
"5790",2,"1","2","2"
"5791",2,"5","1","2"
"5792",2,"6","4","3"
"5793",2,"1","2","7"
"5794",1,"6","1","6"
"5795",1,"4","1","1"
"5796",1,"1","4","6"
"5797",1,"4","2","7"
"5798",1,"6","3","7"
"5799",1,"6","1","5"
"5800",1,"6","7","3"
"5801",1,"5","1","4"
"5802",1,"5","1","6"
"5803",2,"5","1","2"
"5804",2,"5","2","3"
"5805",2,"5","1","2"
"5806",2,"6","2","3"
"5807",2,"4","1","3"
"5808",2,"1","2","3"
"5809",2,"6","1","3"
"5810",2,"1","1","4"
"5811",2,"4","1","1"
"5812",2,"1","4","4"
"5813",2,"1","2","6"
"5814",2,"6","2","6"
"5815",2,"6","1","4"
"5816",2,"5","1","2"
"5817",2,"6","2","4"
"5818",2,"3","2","3"
"5819",2,"6","2","1"
"5820",2,"4","1","7"
"5821",2,"5","1","1"
"5822",1,"5","2","2"
"5823",1,"6","1","1"
"5824",2,"5","1","2"
"5825",2,"1","1","2"
"5826",1,"5","2","5"
"5827",1,"5","1","3"
"5828",2,"5","4","4"
"5829",2,"1","4","5"
"5830",2,"6","1","2"
"5831",2,"4","1","3"
"5832",2,"1","2","2"
"5833",2,"5","2","3"
"5834",2,"1","2","3"
"5835",1,"5","2","2"
"5836",1,"5","1","3"
"5837",1,"4","2","3"
"5838",1,"4","2","1"
"5839",1,"6","2","5"
"5840",1,"6","1","2"
"5841",2,"4","2","2"
"5842",2,"6","1","2"
"5843",2,"5","1","1"
"5844",2,"6","1","5"
"5845",2,"5","1","2"
"5846",2,"3","7","7"
"5847",1,"5","2","2"
"5848",1,"5","1","5"
"5849",1,"5","2","3"
"5850",1,"5","4","7"
"5851",1,"5","2","2"
"5852",1,"6","4","2"
"5853",1,"5","2","2"
"5854",1,"4","1","1"
"5855",1,"5","2","4"
"5856",1,"5","2","3"
"5857",2,"4","1","6"
"5858",1,"6","1","4"
"5859",1,"5","2","3"
"5860",1,"6","2","3"
"5861",1,"5","1","4"
"5862",1,"6","1","3"
"5863",1,"3","1","6"
"5864",1,"4","1","2"
"5865",1,"6","2","2"
"5866",1,"5","1","5"
"5867",2,"5","5","2"
"5868",1,"4","1","2"
"5869",1,"4","1","2"
"5870",2,"4","1","3"
"5871",2,"6","1","4"
"5872",2,"5","1","2"
"5873",1,"4","1","4"
"5874",1,"5","1","3"
"5875",2,"5","2","2"
"5876",1,"5","2","2"
"5877",1,"5","2","2"
"5878",1,"4","2","3"
"5879",1,"5","6","7"
"5880",1,"5","4","2"
"5881",2,"2","1","7"
"5882",1,"5","2","3"
"5883",1,"2","1","7"
"5884",1,"4","4","7"
"5885",1,"","5","2"
"5886",1,"3","5","3"
"5887",1,"5","1","2"
"5888",1,"5","2","2"
"5889",1,"5","1","2"
"5890",1,"5","3","5"
"5891",1,"6","3","7"
"5892",1,"5","2","2"
"5893",1,"5","1","6"
"5894",1,"4","2","3"
"5895",1,"2","1","2"
"5896",1,"5","7","7"
"5897",1,"6","1","1"
"5898",1,"6","1","3"
"5899",1,"6","1","3"
"5900",1,"3","2","2"
"5901",1,"5","1","5"
"5902",1,"2","7","2"
"5903",1,"6","4","6"
"5904",1,"5","2","4"
"5905",1,"4","2","2"
"5906",1,"3","7","7"
"5907",1,"5","1","3"
"5908",1,"6","7","4"
"5909",2,"4","2","2"
"5910",1,"4","2","2"
"5911",1,"5","1","2"
"5912",1,"4","3","3"
"5913",1,"6","1","5"
"5914",1,"4","2","3"
"5915",1,"5","1","2"
"5916",2,"4","2","5"
"5917",1,"4","1","3"
"5918",1,"5","4","2"
"5919",1,"5","4","3"
"5920",1,"4","2","3"
"5921",2,"5","1","2"
"5922",2,"6","3","5"
"5923",2,"6","2","4"
"5924",1,"5","5","7"
"5925",2,"6","3","6"
"5926",2,"6","1","2"
"5927",2,"2","2","2"
"5928",2,"5","2","4"
"5929",2,"5","2","2"
"5930",2,"6","2","3"
"5931",2,"2","1","2"
"5932",2,"1","3","4"
"5933",2,"5","1","2"
"5934",2,"2","1","2"
"5935",2,"4","3","2"
"5936",2,"3","2","5"
"5937",2,"3","2","6"
"5938",2,"5","1","2"
"5939",2,"5","1","3"
"5940",2,"5","1","2"
"5941",2,"5","1","2"
"5942",2,"5","3","5"
"5943",2,"4","2","2"
"5944",2,"5","2","4"
"5945",1,"5","2","6"
"5946",2,"5","4","5"
"5947",2,"4","2","6"
"5948",1,"5","2","3"
"5949",2,"5","4","4"
"5950",1,"6","3","2"
"5951",2,"6","1","4"
"5952",1,"5","2","5"
"5953",1,"6","1","2"
"5954",2,"5","3","3"
"5955",1,"6","1","3"
"5956",1,"5","2","3"
"5957",2,"1","1","3"
"5958",2,"1","1","5"
"5959",2,"1","2","3"
"5960",1,"6","4","6"
"5961",2,"4","","2"
"5962",2,"1","",""
"5963",2,"5","1","6"
"5964",0,"","1","2"
"5965",2,"3","1","1"
"5966",1,"6","2","7"
"5967",1,"5","1","2"
"5968",2,"1","1","3"
"5969",2,"1","2","1"
"5970",1,"5","2","2"
"5971",2,"5","2","3"
"5972",2,"4","3","2"
"5973",2,"5","2","3"
"5974",2,"1","2","3"
"5975",2,"1","2","4"
"5976",2,"4","1","4"
"5977",2,"6","1","2"
"5978",2,"6","1","2"
"5979",2,"5","2","4"
"5980",2,"1","2","3"
"5981",2,"2","2","4"
"5982",2,"6","2","3"
"5983",2,"1","2","4"
"5984",2,"5","2","6"
"5985",2,"5","1","2"
"5986",2,"6","3","4"
"5987",2,"5","2","5"
"5988",2,"6","1","2"
"5989",2,"6","2","5"
"5990",2,"1","4","5"
"5991",2,"5","2","3"
"5992",2,"1","3","5"
"5993",2,"1","2","6"
"5994",2,"5","1","2"
"5995",2,"1","2","2"
"5996",2,"1","2","4"
"5997",2,"1","2","4"
"5998",2,"1","2","3"
"5999",1,"6","2","2"
"6000",1,"5","1","2"
"6001",1,"5","2","2"
"6002",1,"5","2","2"
"6003",1,"5","3","2"
"6004",2,"5","6","3"
"6005",1,"5","4","4"
"6006",1,"6","1","3"
"6007",1,"5","2","2"
"6008",1,"5","1","2"
"6009",1,"6","3","5"
"6010",1,"5","5","5"
"6011",1,"4","1","2"
"6012",1,"4","1","2"
"6013",1,"","5","6"
"6014",1,"5","4","3"
"6015",1,"4","4","5"
"6016",2,"5","5","2"
"6017",1,"5","2","2"
"6018",1,"6","1","2"
"6019",1,"5","1","3"
"6020",2,"5","1","2"
"6021",2,"1","1","1"
"6022",2,"4","2","2"
"6023",1,"6","2","7"
"6024",2,"5","1","2"
"6025",2,"5","2","3"
"6026",1,"6","1","1"
"6027",1,"4","2","2"
"6028",1,"6","3","5"
"6029",1,"6","1","4"
"6030",1,"4","2","3"
"6031",1,"6","5","6"
"6032",2,"1","4","6"
"6033",1,"6","1","2"
"6034",2,"4","7","6"
"6035",2,"1","2","3"
"6036",1,"5","2","5"
"6037",1,"4","1","2"
"6038",2,"4","1","3"
"6039",2,"1","4","5"
"6040",1,"6","2","7"
"6041",1,"5","3","5"
"6042",1,"5","2","6"
"6043",1,"","1","6"
"6044",1,"5","",""
"6045",1,"4","",""
"6046",1,"5","5","6"
"6047",2,"1","2","3"
"6048",1,"4","5","7"
"6049",1,"5","",""
"6050",1,"4","1","7"
"6051",1,"6","5","5"
"6052",1,"6","2","3"
"6053",1,"1","3","5"
"6054",2,"1","2","4"
"6055",2,"6","2","4"
"6056",2,"1","1","2"
"6057",2,"1","5","7"
"6058",2,"1","4","2"
"6059",1,"6","2","2"
"6060",1,"5","2","3"
"6061",1,"1","1","4"
"6062",2,"4","3","3"
"6063",2,"4","1","7"
"6064",2,"1","1","1"
"6065",2,"1","2","5"
"6066",2,"1","2","2"
"6067",2,"1","2","2"
"6068",1,"5","2","6"
"6069",1,"6","2","5"
"6070",1,"6","6","6"
"6071",1,"5","6","7"
"6072",1,"5","3","2"
"6073",1,"5","3","3"
"6074",1,"2","2","4"
"6075",2,"2","4","3"
"6076",1,"6","2","1"
"6077",2,"2","2","2"
"6078",1,"5","1","4"
"6079",1,"4","2","4"
"6080",2,"5","7","3"
"6081",2,"5","2","7"
"6082",1,"4","1","3"
"6083",2,"3","2","2"
"6084",2,"4","1","2"
"6085",2,"2","1","1"
"6086",2,"3","2","2"
"6087",2,"4","1","2"
"6088",1,"5","1","2"
"6089",2,"5","2","1"
"6090",2,"4","1","2"
"6091",1,"4","2","3"
"6092",1,"","2","2"
"6093",2,"4","1","2"
"6094",2,"4","1","1"
"6095",2,"4","2","2"
"6096",2,"3","4","4"
"6097",2,"4","1","6"
"6098",2,"5","2","3"
"6099",1,"5","3","3"
"6100",2,"5","2","6"
"6101",2,"5","1","1"
"6102",2,"5","2","2"
"6103",1,"5","4","6"
"6104",2,"4","2","4"
"6105",2,"3","2","2"
"6106",2,"5","2","2"
"6107",1,"6","5","5"
"6108",1,"6","3","3"
"6109",1,"4","4","3"
"6110",1,"4","1","3"
"6111",1,"4","1","4"
"6112",1,"3","3","1"
"6113",1,"5","3","3"
"6114",1,"5","4","6"
"6115",1,"5","2","5"
"6116",1,"4","2","3"
"6117",2,"4","2","3"
"6118",2,"5","3","3"
"6119",2,"4","2","3"
"6120",2,"5","1","2"
"6121",1,"3","4","5"
"6122",2,"1","2","6"
"6123",2,"5","1","2"
"6124",2,"3","",""
"6125",2,"1","1","3"
"6126",2,"1","1","5"
"6127",2,"4","1","5"
"6128",2,"1","2","2"
"6129",2,"3","",""
"6130",2,"5","2","5"
"6131",2,"1","1","5"
"6132",2,"5","2","1"
"6133",2,"1","1","5"
"6134",2,"1","1","2"
"6135",2,"5","2","2"
"6136",2,"5","2","1"
"6137",1,"6","2","7"
"6138",1,"5","1","3"
"6139",2,"1","1","7"
"6140",2,"1","1","1"
"6141",2,"1","1","5"
"6142",2,"1","1","3"
"6143",2,"1","1","3"
"6144",2,"1","1","4"
"6145",2,"6","1","5"
"6146",2,"6","2","6"
"6147",2,"4","2","1"
"6148",2,"1","2","2"
"6149",2,"5","4","5"
"6150",0,"","",""
"6151",1,"6","3","4"
"6152",1,"5","1","3"
"6153",2,"5","1","4"
"6154",2,"1","1","2"
"6155",0,"","",""
"6156",2,"1","2","3"
"6157",0,"","",""
"6158",2,"1","1","1"
"6159",2,"1","6","7"
"6160",2,"6","2","7"
"6161",2,"6","2","2"
"6162",2,"5","2","5"
"6163",2,"5","4","7"
"6164",2,"4","1","1"
"6165",2,"5","3","6"
"6166",2,"3","1","2"
"6167",2,"5","2","3"
"6168",2,"5","2","6"
"6169",2,"5","2","3"
"6170",2,"4","1","3"
"6171",2,"5","1","1"
"6172",2,"5","1","2"
"6173",2,"4","3","5"
"6174",2,"4","1","2"
"6175",2,"4","4","5"
"6176",2,"4","1","6"
"6177",2,"4","2","3"
"6178",2,"3","1","1"
"6179",1,"4","2","3"
"6180",2,"3","2","2"
"6181",2,"5","1","3"
"6182",2,"5","3","3"
"6183",2,"1","1","1"
"6184",2,"1","2","2"
"6185",2,"5","2","3"
"6186",2,"5","2","2"
"6187",1,"6","2","3"
"6188",2,"6","2","3"
"6189",2,"5","1","1"
"6190",1,"6","1","2"
"6191",1,"6","7","7"
"6192",2,"2","6","6"
"6193",1,"6","1","4"
"6194",2,"5","3","5"
"6195",2,"1","2","2"
"6196",2,"1","1","2"
"6197",2,"1","1","2"
"6198",1,"6","2","3"
"6199",2,"6","2","3"
"6200",2,"5","2","3"
"6201",2,"1","2","6"
"6202",2,"4","3","4"
"6203",2,"1","5","3"
"6204",1,"6","2","2"
"6205",2,"1","2","4"
"6206",2,"1","1","7"
"6207",1,"1","2","2"
"6208",2,"3","1","2"
"6209",2,"1","1","2"
"6210",2,"6","1","2"
"6211",2,"1","2","3"
"6212",2,"5","2","2"
"6213",1,"6","3","3"
"6214",2,"1","1","2"
"6215",2,"1","1","3"
"6216",2,"1","2","6"
"6217",2,"1","1","1"
"6218",2,"5","2","3"
"6219",2,"4","3","3"
"6220",2,"1","1","2"
"6221",1,"6","7","7"
"6222",2,"5","2","3"
"6223",2,"1","5","5"
"6224",1,"5","1","2"
"6225",2,"5","3","3"
"6226",2,"1","2","2"
"6227",1,"6","4","2"
"6228",1,"5","2","3"
"6229",2,"1","1","2"
"6230",2,"4","",""
"6231",1,"6","1","3"
"6232",1,"4","2","7"
"6233",2,"5","2","3"
"6234",2,"5","2","6"
"6235",2,"5","2","3"
"6236",1,"6","6","5"
"6237",2,"5","3","2"
"6238",1,"4","2","2"
"6239",1,"4","3","4"
"6240",2,"1","3","2"
"6241",2,"1","7","1"
"6242",2,"1","3","5"
"6243",2,"6","2","3"
"6244",2,"4","2","1"
"6245",2,"4","1","4"
"6246",1,"5","1","2"
"6247",2,"4","1","2"
"6248",2,"4","1","1"
"6249",2,"5","2","2"
"6250",1,"6","1","2"
"6251",1,"5","3","3"
"6252",1,"6","4","4"
"6253",1,"5","1","4"
"6254",2,"5","7","2"
"6255",2,"5","1","3"
"6256",2,"1","1","2"
"6257",2,"6","3","2"
"6258",2,"6","4","5"
"6259",2,"4","3","2"
"6260",2,"5","5","3"
"6261",2,"6","5","2"
"6262",2,"1","4","4"
"6263",2,"6","1","6"
"6264",2,"1","2","2"
"6265",2,"6","1","2"
"6266",2,"4","3","4"
"6267",2,"6","2","3"
"6268",1,"4","2","2"
"6269",1,"5","2","3"
"6270",1,"5","1","4"
"6271",2,"6","3","5"
"6272",1,"5","2","1"
"6273",2,"1","1","3"
"6274",2,"1","1","2"
"6275",2,"5","1","2"
"6276",2,"6","7","5"
"6277",2,"5","3","5"
"6278",2,"6","1","1"
"6279",1,"5","2","3"
"6280",2,"1","2","5"
"6281",2,"6","1","4"
"6282",2,"5","1","2"
"6283",2,"6","1","3"
"6284",1,"6","1","4"
"6285",2,"1","3","5"
"6286",2,"1","1","1"
"6287",1,"6","1","1"
"6288",2,"1","1","4"
"6289",1,"6","2","2"
"6290",2,"1","2","5"
"6291",2,"6","2","2"
"6292",1,"1","2","1"
"6293",2,"1","2","3"
"6294",1,"6","4","5"
"6295",1,"3","2","4"
"6296",1,"6","1","4"
"6297",1,"5","2","5"
"6298",1,"6","1","6"
"6299",1,"6","3","4"
"6300",1,"6","2","4"
"6301",2,"6","1","1"
"6302",2,"1","3","2"
"6303",2,"6","2","2"
"6304",1,"5","1","2"
"6305",1,"6","1","2"
"6306",1,"5","3","2"
"6307",1,"4","1","1"
"6308",1,"6","2","5"
"6309",2,"4","2","5"
"6310",2,"1","",""
"6311",1,"6","1","2"
"6312",2,"1","2","6"
"6313",2,"1","2","7"
"6314",2,"1","1","3"
"6315",1,"6","2","5"
"6316",1,"1","1","2"
"6317",1,"4","3","4"
"6318",1,"5","3","3"
"6319",1,"4","2","3"
"6320",1,"4","4","5"
"6321",1,"3","","2"
"6322",1,"5","1","4"
"6323",1,"6","2","2"
"6324",1,"6","3","3"
"6325",1,"6","1","6"
"6326",2,"1","3","6"
"6327",2,"6","1","2"
"6328",2,"3","2","3"
"6329",2,"6","2","7"
"6330",2,"5","1","4"
"6331",1,"6","2","4"
"6332",1,"4","3","3"
"6333",2,"1","1","2"
"6334",1,"6","3","7"
"6335",2,"5","2","2"
"6336",1,"6","4","4"
"6337",1,"6","2","2"
"6338",2,"1","5","2"
"6339",1,"6","4","6"
"6340",2,"5","3","2"
"6341",2,"2","1","2"
"6342",2,"4","2","3"
"6343",2,"2","1","3"
"6344",2,"5","1","4"
"6345",2,"5","1","1"
"6346",1,"6","2","2"
"6347",2,"3","",""
"6348",2,"5","1","5"
"6349",2,"6","1","5"
"6350",2,"2","1","2"
"6351",2,"4","2","2"
"6352",2,"5","2","5"
"6353",1,"5","3","7"
"6354",1,"6","3","6"
"6355",0,"1","1","7"
"6356",2,"5","",""
"6357",2,"5","",""
"6358",2,"6","4","4"
"6359",2,"5","5","6"
"6360",2,"6","1","4"
"6361",2,"6","2","6"
"6362",2,"5","3","6"
"6363",2,"5","1","2"
"6364",2,"6","4","5"
"6365",2,"3","2","2"
"6366",2,"2","2","3"
"6367",2,"5","1","3"
"6368",1,"6","4","6"
"6369",2,"5","1","6"
"6370",2,"5","2","3"
"6371",2,"3","1","4"
"6372",2,"5","1","2"
"6373",2,"2","5","6"
"6374",1,"4","1","3"
"6375",2,"3","1","1"
"6376",1,"4","3","3"
"6377",2,"5","3","2"
"6378",2,"5","2","2"
"6379",2,"5","2","3"
"6380",2,"5","3","2"
"6381",2,"3","3","5"
"6382",2,"5","3","2"
"6383",2,"4","3","3"
"6384",2,"6","2","2"
"6385",2,"5","2","2"
"6386",2,"6","1","2"
"6387",1,"6","4","2"
"6388",2,"5","1","2"
"6389",2,"3","4","2"
"6390",2,"2","4","2"
"6391",2,"4","5","2"
"6392",2,"2","1","2"
"6393",2,"1","2","2"
"6394",2,"5","1","2"
"6395",2,"5","1","4"
"6396",2,"3","1","3"
"6397",2,"1","1","4"
"6398",2,"1","1","5"
"6399",2,"1","2","2"
"6400",2,"6","1","5"
"6401",2,"5","2","1"
"6402",2,"6","1","2"
"6403",2,"6","2","7"
"6404",2,"6","2","6"
"6405",2,"5","2","7"
"6406",2,"6","2","7"
"6407",2,"1","1","3"
"6408",2,"6","2","3"
"6409",2,"5","5",""
"6410",2,"6","1","5"
"6411",2,"1","1","2"
"6412",2,"6","1","1"
"6413",2,"4","1","2"
"6414",2,"6","1","1"
"6415",2,"4","1","3"
"6416",0,"","",""
"6417",2,"4","2","3"
"6418",2,"5","2","5"
"6419",2,"4","2","5"
"6420",2,"5","1","2"
"6421",0,"5","1","1"
"6422",2,"5","2","2"
"6423",1,"6","1","3"
"6424",2,"5","2","2"
"6425",2,"5","2","2"
"6426",2,"6","4","5"
"6427",2,"5","1","1"
"6428",2,"5","4","5"
"6429",2,"5","3","4"
"6430",2,"6","3","1"
"6431",2,"1","2","4"
"6432",1,"6","1","2"
"6433",2,"4","4","6"
"6434",2,"2","4","4"
"6435",2,"6","1","4"
"6436",2,"5","2",""
"6437",2,"4","1","5"
"6438",2,"4","4","4"
"6439",2,"5","3","2"
"6440",1,"4","2","2"
"6441",1,"4","4","5"
"6442",1,"3","2","2"
"6443",1,"5","2","5"
"6444",1,"3","1","5"
"6445",1,"4","1","3"
"6446",1,"5","7","6"
"6447",2,"5","2","5"
"6448",1,"5","4","7"
"6449",1,"3","3","3"
"6450",1,"4","1","3"
"6451",1,"6","4","2"
"6452",2,"5","2","3"
"6453",2,"4","3","2"
"6454",2,"4","2","7"
"6455",2,"1","1","3"
"6456",2,"1","2","3"
"6457",2,"1","1","1"
"6458",2,"4","2","3"
"6459",1,"6","4","4"
"6460",2,"1","2","2"
"6461",2,"4","3","2"
"6462",2,"1","1","2"
"6463",2,"5","2","3"
"6464",2,"1","2","3"
"6465",2,"1","2","2"
"6466",2,"1","1","4"
"6467",2,"1","2","2"
"6468",2,"1","2","2"
"6469",2,"4","2","3"
"6470",2,"","1","6"
"6471",2,"4","1","4"
"6472",1,"4","3","3"
"6473",2,"5","1",""
"6474",2,"2","3","2"
"6475",2,"5","2","5"
"6476",2,"2","2","4"
"6477",2,"4","2","2"
"6478",2,"4","1","5"
"6479",2,"5","3",""
"6480",2,"5","2","5"
"6481",2,"5","1","5"
"6482",2,"2","5","7"
"6483",2,"4","1","1"
"6484",2,"4","1","3"
"6485",0,"4","",""
"6486",2,"4","7","5"
"6487",2,"5","1","4"
"6488",2,"5","2","5"
"6489",2,"5","1","5"
"6490",2,"5","2","7"
"6491",1,"5","3","5"
"6492",2,"5","1","3"
"6493",2,"1","3","2"
"6494",2,"1","1","3"
"6495",2,"4","1","3"
"6496",2,"6","2","6"
"6497",2,"1","5","4"
"6498",2,"5","2","3"
"6499",2,"4","1","2"
"6500",2,"5","1","3"
"6501",2,"5","4","5"
